4054,"Underemployment: Consequences for the Health and Well-Being of Workers",0091-0562,"Friedland, Daniel S.; Price, Richard H.","Economics/WellBeing/Wealth and Poverty           "
4055,"The Restoration of Caring: New Roles for Women and Men",0865712662,"Brandt, Barbara","Economics/WellBeing/Work           "
4056,"Maternal Work and Child Care in China: A Multi-Method Analysis",0098-7921,"Chen, Feinian; Entwisle, Barbara; Fengying, Zhai; Short, Susan E.","Economics/WellBeing/Work           "
4057,"Child Care in Australia: The rights of children and child care workers",1011-6370,"Nyland, Berenice","Economics/WellBeing/Work           "
4058,"Rethinking Gendered Poverty and Work",0012-155X,"Jackson, Cecile; Palmer-Jones, Richard","Economics/WellBeing/Work           "
4059,"Women and Poverty or Gender and Well-Being?",0022-197X,"Jackson, Cecile","Economics/WellBeing/Work           "
4060,"The Impact of Psychological and Human Capital on Wages",0095-2583,"Goldsmith, Arthur; Veum, Jonathan R.; Darity Jr., William A.","Economics/WellBeing/Work           "
4061,"The Social Economics of Work Time: Introduction",0034-6764,"Figart, Deborah M.; Golden, Lonnie","Economics/WellBeing/Work           "
4062,"Human Development Report 1990 - Overview",0-19-506481-X,"United Nations Development Programme","Economics/WellBeing/Human Development/Development Theory           /           /Economics/Development/Development Theory and Critique/Politics and Ideology"
4063,"Defining and Measuring Human Development (Chapter 1)",0-19-506481-X,"United Nations Development Programme","Economics/WellBeing/Human Development/Development Theory           /           /Economics/Development/Development Theory and Critique/Politics and Ideology"
4064,"Human Development Strategies for the 1990s (Chapter 4)",0-19-506481-X,"United Nations Development Programme","Economics/WellBeing/Human Development/Development Theory           /           /Economics/Development/Development Theory and Critique/Approaches and Prerequisites"
4065,"Human Rights and Human Development (Chapter 1)",0-19-521836-1,"United Nations Development Programme","Economics/WellBeing/Human Development/Development Theory           /           /Economics/Development/Development Theory and Critique/Approaches and Prerequisites"
4066,"Food Safety, Quality, and Ethics - A Post-normal Perspective",1187-7863,"Ravetz, Jerome R.","Economics/Economic Policy/Food and Agricultural Policies           /           /Economics/WellBeing/Human Development/Health and Welfare"
4067,"Does Foreign Direct Investment Always Enhance Economic Growth?",0023-5962,"Mencinger, Joze","Economics/Growth, Allocation and Distribution/Factors of Growth/Investment           "
4068,"Producer Organizations and Agricultural Technology in West Africa: Institutions that give farmers a voice",1011-6370,"Hussein, Karim","Economics/Economic Policy/Institutions/NGOs and Civil Society           "
4069,"The Dutch Miracle: Institutions, Networks, and Trust",0932-4569,"Den Butter, Frank A. G.; Mosch, Robert H. J.","Economics/Economic Policy/Institutions/Theory and Policy           "
4070,"A Note on Participatory Decision-making and Rationality",0309-166X,"Heap, Hargreaves; Shaun, P.","Economics/Economic Policy/Institutions/Theory and Policy           "
4071,"An Economist's Sermon",883-558122,"Robinson, Joan","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
4072,"The Revival of Cultural Explanation in Economics",1468-0270,"Jones, Eric Lionel","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           "
4073,"Cultural Materialism and Institutional Economics",0034-6764,"Jackson, William A.","Economics/Economics as a Social Science/Capitalism and Culture/Culture and the Economy           /           /Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Institutionalist/ Evolutionary Approach"
4074,"The Status of Women and the Quality of Life among the Poor",0309-166X,"Basu, Alaka Malwade","Economics/Development/Women and Children/Feminism and Organization           "
4075,"Justice, Gender and International Boundaries",0198287976,"O'Neill, Onora","Economics/Economics as a Social Science/Policy           /           /Philosophy/Rights and Justice/Women's Rights/Gender Issues/Women's Human Rights"
4076,"Visible and Invisible Contributions: Discovering the Whole Economy",0865712662,"Brandt, Barbara","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Social/ Humanistic/ Contextual Economics           "
4077,"Investment Behaviour in Transition Countries and Computable General Equilibrium Models",0003-6846,"Piazolo, Daniel","Economics/Growth, Allocation and Distribution/Factors of Growth/Investment           "
4078,"Thinking Temporally or Modernizing Anthropology",0002-7294,"Donham, Donald L.","Anthropology/Methods and Approaches/PostModernism           "
4079,"Fixed Investment and Economic Growth: New Results on Causality",0003-6846,"Podrecca, Elena; Carmeci, Gaetano","Economics/Growth, Allocation and Distribution/Factors of Growth/Investment           "
4080,"The Flexible and the Pliant: Disturbed Organisms of Soviet Modernity",0886-7356,"Oushakine, Serguei Alex","Anthropology/Methods and Approaches/PostModernism           "
4081,"The Political Economy of Reform: Empowerment and Participation",8716132521,"Streeten, Paul","Economics/WellBeing/Visions of a Good Life           /           /Economics/Development/Women and Children/Feminism and Organization/           /Political Science/Public Policy/Social Welfare/Ethics and Equity"
4082,"Poverty and Human Functioning: Capabilities as Fundamental Entitlements",0-8047-4843-8,"Nussbaum, Martha C.","Economics/WellBeing/Human Development/Human Functioning           /           /Economics/Development/Development Theory and Critique/Approaches and Prerequisites"
4083,"Should Africa Promote Stock Market Capitalism?",0954-1748,"Singh, Ajit","Economics/Growth, Allocation and Distribution/Factors of Growth/Investment           "
4084,"Culture, Identity and the Project of a Cosmopolitan Anthropology",0025-1496,"Kuper, Adam","Anthropology/Methods and Approaches/PostModernism           "
4085,"Statism and Nationalism: A Cosmopolitan Critique",814781195,"Barry, Brian","Philosophy/War/International Intervention/Humanitarian Intervention           /           /Political Science/Political Theory and Philosophy/Concepts/Nationalism"
4086,"The Role of Institutions in Asian Development",0116-1105,"Chang, Ha-Joon","Economics/Growth, Allocation and Distribution/Factors of Growth/Newly Industrialized Countries (NICs)           /           /Economics/Economic Policy/Institutions/Theory and Policy"
4087,"The Question of Intervention",300078374,"Johnson, James T.","Philosophy/War/International Intervention/Humanitarian Intervention           "
4088,"Holding Humanitarianism Hostage: The Politics of Rescue",0892-6794,"Destexhe, Alain","Philosophy/War/International Intervention/Limitations           "
4089,"NGOs and the Humanitarian Impulse: Some Have It Right",0892-6794,"Natsios, Andrew","Philosophy/War/International Intervention/Limitations           /           /Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law"
4090,"The Dilemma of Humanitarian Intervention: The Executive Power of the Law of Nature, After God",521497841,"Dunn, John","Philosophy/War/International Intervention/Rationales           "
4091,"Humanitarian Intervention in the Former Yugoslavia",268009368,"Hoffmann, Stanley","Philosophy/War/International Intervention/Rationales           "
4092,"The Humanitarian Intervention Debate",052152928,"Holzgrefe, J. L.; Keohane, Robert","Philosophy/War/International Intervention/Rationales           "
4093,"National Self-Determination",198781016,"Margalit, Avishai; Raz, Joseph","Philosophy/War/International Intervention/Rationales           "
4094,"An Institutional Approach to Humanitarian Intervention",0887-0373,"Pogge, Thomas","Philosophy/War/International Intervention/Rationales           "
4095,"Intervention in Historical Perspective",NO ISBN FOUND,"Trachtenberg, Marc","Philosophy/War/International Intervention/Rationales           "
4096,"Sovereignty and the Ethics of Intervention",268009368,"Hoffmann, Stanley","Philosophy/War/International Intervention/Sovereignty           /           /Political Science/Political Theory and Philosophy/Concepts/Sovereignty"
4097,"The Romance of the Nation State",0048-3915,"Luban, David","Philosophy/War/International Intervention/Sovereignty           /           /Political Science/Political Theory and Philosophy/Concepts/NationState"
4098,"The Nation State: A Modest Defense",415096383,"Miller, David","Philosophy/War/International Intervention/Sovereignty           /           /Political Science/Political Theory and Philosophy/Concepts/NationState"
4099,"The Principles of Strategic Nonviolent Conflict",275939154,"Ackerman, Peter; Kruegler, Christopher","Philosophy/War/Peaceful Alternatives/Nonviolence and Civil Disobedience           "
4100,"Technological Catch-up and Economic Growth in East Asia and the Pacific",0013-0249,"Drysdale, Peter; Huang, Yiping","Economics/Growth, Allocation and Distribution/Factors of Growth/Newly Industrialized Countries (NICs)           "
4101,"How Transforming Power Has Been Used in the Past by Early Christians",534121802,"Apsey, Lawrence S.","Philosophy/War/Peaceful Alternatives/Nonviolence and Civil Disobedience           "
4102,"Personal Aggressiveness and War",NO ISBN FOUND,"Durbin, E. F. M.; Bowlby, John","Philosophy/War/Peaceful Alternatives/Nonviolence and Civil Disobedience           "
4103,"On Satyagraha",534121802,"Gandhi, Mohandas K.","Philosophy/War/Peaceful Alternatives/Nonviolence and Civil Disobedience           "
4104,"Nonviolence in the Talmud",534121802,"Kimelman, Reuven","Philosophy/War/Peaceful Alternatives/Nonviolence and Civil Disobedience           "
4105,"The Power of Nonviolence",613437497,"King, Martin Luther, Jr.","Philosophy/War/Peaceful Alternatives/Nonviolence and Civil Disobedience           "
4106,"Letter From Birmingham Jail",534121802,"King, Martin Luther, Jr.","Philosophy/War/Peaceful Alternatives/Nonviolence and Civil Disobedience           /           /Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law"
4107,"Civil Disobedience",534121802,"Thoreau, Henry David","Philosophy/War/Peaceful Alternatives/Nonviolence and Civil Disobedience           /           /Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law"
4108,"Tradition and Innovation in the British Peace Movement: Towards an Analytical Framework",719018927,"Young, Nigel","Philosophy/War/Peaceful Alternatives/Pacifism and Peace Movements           "
4109,"The Ecological Economics of Sustainability: Investing in Natural Capital",1559631996,"Costanza, Robert","Economics/Development/Sustainability/Policy, Politics and Theory           "
4110,"War Resistance and the British Peace Movement Since 1914",719018927,"Young, Nigel","Philosophy/War/Peaceful Alternatives/Pacifism and Peace Movements           "
4111,"Utilitarianism and the Rules of War",0048-3915,"Brandt, Richard B.","Philosophy/War/Various Perspectives on War           "
4112,"Human Rights, Command Responsibility and Walzer's Just War Theory",0048-3915,"Dubik, J.","Philosophy/War/Rules and Conventions of War           "
4113,"War and Innocence",0048-3915,"Fullinwider, Robert","Philosophy/War/Rules and Conventions of War           "
4114,"Preventive War",0048-3915,"Luban, David","Philosophy/War/Rules and Conventions of War           "
4115,"Conventions and the Laws of War",0048-3915,"Mavrodes, George I.","Philosophy/War/Rules and Conventions of War           /           /Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution"
4116,"War and Massacre",0048-3915,"Nagel, Thomas","Philosophy/War/Rules and Conventions of War           "
4117,"The Rules of War",465037011,"Walzer, Michael","Philosophy/War/Rules and Conventions of War           /           /Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution"
4118,"Specialization Pattern and Multistaged Growth: Korea and Taiwan Compared",1363-6669,"Kato, Toshiyasu; Wan, Henry Jr.","Economics/Growth, Allocation and Distribution/Factors of Growth/Newly Industrialized Countries (NICs)           "
4119,"Poverty, Political Freedom and the Roots of Terrorism",0898-2937,"Abadie, Alberto","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4120,"Terrorism, Rights, and Political Goals",521401259,"Held, Virginia","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4121,"The Economics and Education of Suicide Bombers: Does Poverty Cause Terrorism?",0028-6583,"Krueger, Alan B.; Maleckova, Jitka","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4122,"Is There a Good Terrorist?",1590170121,"Ash, Timothy","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4123,"Rape as Terrorist Institution",521401259,"Card, Claudia","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4124,"The Morality of Terrorism",0031-8191,"Coady, C. A. J.","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4125,"Violence, Terrorism and Justice",521401259,"Frey, R. G.; Morris, Christopher W.","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4126,"Is the War Against Terrorism Just?",465019102,"Elshtain, Jean Bethke","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4127,"Malinowski's Precedent: The Imagination of Equality",0025-1496,"Fardon, Richard","Anthropology/Methods and Approaches/PostModernism           "
4128,"Making Exceptions without Abandoning the Principle: How a Kantian Might Think about Terrorism",080142514X,"Hill, Thomas E.","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4129,"Terrorism and Morality",521401259,"Narveson, Jan","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4130,"The War on Terrorism: Its Moral Justification and Limits",0321292308,"Simpson, Peter","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4131,"The War on Terrorism and the End of Human Rights",1067-2478,"Luban, David","History/Political History/Crisis/Transitions/Revolutions/Terrorism           /           /Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights"
4132,"Counter-terrorism, Armed Force and the Laws of War",0039-6338,"Roberts, Adam","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4133,"Terrorism and International Justice",195158873,"Sterba, James P.","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4134,"Terror in the Theory of Revolution",813303451,"Calvert, Peter","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4135,"State Terrorism",521401259,"Glover, Jonathan","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4136,"A Scheme for the Analysis of Government as Terrorist",313237263,"Lopez, George","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4137,"Can a State be 'Terrorist'?",0020-5850,"Wilkinson, Paul","History/Political History/Crisis/Transitions/Revolutions/Terrorism           "
4138,"The Just War",521369339,"Barnes, Jonathan","Philosophy/War/Theory of Just War           "
4139,"Can War be Morally Justified? On Just War Theory",069102300X,"Holmes, Robert","Philosophy/War/Theory of Just War           "
4140,"The Paradox of Riskless Warfare",1067-2478,"Kahn, Paul","Philosophy/War/Theory of Just War           /           /Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution"
4141,"Notes on the Just War Theory: Whose Justice, Which Wars?",0892-6794,"Myers, Robert J.","Philosophy/War/Theory of Just War           "
4142,"War",1095-5054,"Orend, Brian","Philosophy/War/Theory of Just War           "
4143,"Just War Principles and Economic Sanctions",0892-6794,"Pierce, Albert","Philosophy/War/Theory of Just War           "
4144,"Literary Anthropology and the Case Against Science",0025-1496,"Reyna, Stephen P.","Anthropology/Methods and Approaches/Realist Narratives           "
4145,"Against Realism",465037011,"Walzer, Michael","Philosophy/War/Theory of Just War           /           /Political Science/Political Theory and Philosophy/General Issues in Political Theory"
4146,"The Crime of War",465037011,"Walzer, Michael","Philosophy/War/Theory of Just War           /           /Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law"
4147,"Law and Order in International Society",465037011,"Walzer, Michael","Philosophy/War/Theory of Just War           /           /Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law"
4148,"War and Murder",907361979,"Anscombe, Elizabeth","Philosophy/War/Various Perspectives on War           "
4149,"Reflections on War and Political Discourse: Realism, Just War, and Feminism in a Nuclear Age",814721869,"Elshtain, Jean Bethke","Philosophy/War/Various Perspectives on War           "
4150,"Warfare Is Only an Invention--Not a Biological Necessity",NO ISBN FOUND,"Mead, Margaret","Philosophy/War/Various Perspectives on War           /           /Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law"
4151,"Letter to Ernest Howard Crosby",534121802,"Tolstoy, Leo","Philosophy/War/Various Perspectives on War           "
4152,"On Economic Causes of Civil War",0030-7653,"Collier, Paul; Hoeffler, Anke","Philosophy/War/Violence and Aggression/Economic and Social Causes           "
4153,"War, Peace, and Social Learning",NO ISBN FOUND,"May, Mark A.","Philosophy/War/Violence and Aggression/Economic and Social Causes           "
4154,"The Roots of Algeria's Religious and Ethnic Violence",1057-610X,"Testas, Abdelaziz","Philosophy/War/Violence and Aggression/Economic and Social Causes           "
4155,"Some Lessons from the East Asian Miracle",0257-3032,"Stiglitz, Joseph E.","Economics/Growth, Allocation and Distribution/Factors of Growth/Newly Industrialized Countries (NICs)           "
4156,"Violence and Non-violence",007557635X,"Holmes, Robert","Philosophy/War/Violence and Aggression/Ethical Issues           "
4157,"Self-Defense",0048-3915,"Thomson, Judith","Philosophy/War/Violence and Aggression/Ethical Issues           "
4158,"Nationalism and War: A Social-Psychological Perspective",0-13-096821-8 ,"Druckman, D.","Philosophy/War/Violence and Aggression/Psychological Causes           "
4159,"The Simpler Causes of Fighting",0415211166,"Durbin, E. F. M.; Bowlby, John","Philosophy/War/Violence and Aggression/Psychological Causes           "
4160,"The Transformation of Aggressive Impulses: Displacement and Projection",0415211166,"Durbin, E. F. M.; Bowlby, John","Philosophy/War/Violence and Aggression/Psychological Causes           "
4161,"Why War",NO ISBN FOUND,"Freud, Sigmund","Philosophy/War/Violence and Aggression/Psychological Causes           "
4162,"Should the Ticking Bomb Terrorist be Tortured?",300097662,"Dershowitz, Alan","Philosophy/War/Violence and Aggression/Torture and Genocide           /           /Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law"
4163,"The Torture Wars",0028-6583,"Ignatieff, Michael","Philosophy/War/Violence and Aggression/Torture and Genocide           /           /Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution"
4164,"Torture, Terrorism, and Interrogation",195172892,"Posner, Richard","Philosophy/War/Violence and Aggression/Torture and Genocide           /           /Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution"
4165,"Representation and Reality in the Study of Culture",0002-7294,"Bowlin, John R.; Stromberg, Peter G.","Anthropology/Methods and Approaches/Realist Narratives           "
4166,"Torture",0048-3915,"Shue, Henry","Philosophy/War/Violence and Aggression/Torture and Genocide           /           /Political Science/Political Theory and Philosophy/Systems, Legitimacy and Law/Rule of Law"
4167,"How Environmental Ethical Theory May Be Put into Practice",1085-6633,"Callicott, J. Baird","Philosophy/The Environment/Environmental Ethics           "
4168,"In Defence of Radical Disobedience",0264-3758,"Carter, Alan","Philosophy/The Environment/Environmental Ethics           "
4169,"Intergroup Justice: Taking Responsibility for Intraspecific and Interspecific Oppressions",1085-6633,"Hawkins, Ronnie Z.","Philosophy/The Environment/Environmental Ethics           "
4170,"Developmental Origins of Environmental Ethics: The Life Experiences of Activists",1050-8422,"Horwitz, Wendy A.","Philosophy/The Environment/Environmental Ethics           "
4171,"Aesthetics of Biological Diversity",1074-4827,"Kiester, A. Ross","Philosophy/The Environment/Environmental Ethics           "
4172,"The External Goods Approach to Environmental Virtue Ethics",0163-4275,"Sandler, Ronald","Philosophy/The Environment/Environmental Ethics           "
4173,"Conservation and Preservation: A Conceptual Rehabilitation",0163-4275,"Norton, Bryan G.","Philosophy/The Environment/Theory and Practice           "
4174,"Biodiversity and Environmental Values: In Search of a Universal Earth Ethic",1572-9710,"Norton, Bryan G.","Philosophy/The Environment/Theory and Practice           "
4175,"Biodiversity as the Source of Biological Resources: A New Look at Biodiversity Values",0963-2719,"Wood, Paul M.","Philosophy/The Environment/Theory and Practice           "
4176,"Response to the Responses",0194-3448,"Ferre, Frederick","Philosophy/The Environment/Ecocentrism/Anthropocentrism           "
4177,"Anthropocentrism: A Misunderstood Problem",0963-2719,"Hayward, Tim","Philosophy/The Environment/Ecocentrism/Anthropocentrism           "
4178,"Reconciling Anthropocentric and Nonanthropocentric Environmental Ethics ",0963-2719,"Sterba, James P.","Philosophy/The Environment/Ecocentrism/Anthropocentrism           "
4179,"Reconciliation Reaffirmed: A Reply to Steverson ",0963-2719,"Sterba, James P.","Philosophy/The Environment/Ecocentrism/Anthropocentrism           "
4180,"On the Reconciliation of Anthropocentric and Nonanthropocentric Environmental Ethics ",0963-2719,"Steverson, Brian K.","Philosophy/The Environment/Ecocentrism/Anthropocentrism           "
4181,"Ferré, Organicistic Connectedness--But Still Speciesistic",1085-6633,"Zucker, Arthur","Philosophy/The Environment/Land Ethics           "
4182,"Nature, Self and Gender: Feminism, Environmental Philosophy, and the Critique of Rationalism",0198751443,"Plumwood, Val","Philosophy/The Environment/Ecofeminism           "
4183,"The Social Construction of Nature: Relativist Accusations, Pragmatist and Critical Realist Responses",0004-5608,"Proctor, James D.","Anthropology/Methods and Approaches/Realist Narratives           "
4184,"The Ecofeminism/Deep Ecology Debate",0163-4275,"Salleh, Ariel","Philosophy/The Environment/Ecofeminism           "
4185,"Deep Ecology versus Ecofeminism: Healthy Differences or Incompatible Philosophies",0253329663,"Sessions, Robert","Philosophy/The Environment/Ecofeminism           "
