2035,"Challenges to Community-Based Sustainable Development",0265-5012,"Leach, Melissa; Mearns, Robin; Scoones, Ian","Economics/Development/Community, Participation and Human Development           "
2036,"The Three Political Economies of the Welfare State",0019-6398,"Esping-Anderson, Gosta","Economics/WellBeing/The Economy and WellBeing           "
2037,"Gross National Consumption in the United States: Implications for Third World Development",0019-6398,"Walz, Thomas; Canda, Edward","Economics/Globalization/Globalization: Negative Development Impacts           "
2038,"Markets and Politics",0394583922,"Kuttner, Robert","Economics/Economic Policy/Institutions/Regulation/Deregulation           /           /Economics/Economic Policy/Neoliberal Regime/           /Economics/Economic Policy/Economic Management and Reforms"
2039,"Good Government in the Tropics: Introduction",0801854520,"Tendler, Judith","Political Science/Public Administration/Civil Administration/Social Organization           "
2040,"Environmental Utilization Space Between Science and Politics",1187-7863,"Beekman, Volkert","Economics/Development/Sustainability/Energy Issues and Green Technologies           "
2041,"Informalization at the Core: Hispanic Women, Home-Based Work, and the Advanced Capitalist State",0801837367,"Fernandez-Kelly, M. Patricia; Garcia, Anna M.","Economics/Growth, Allocation and Distribution/Industrial Relations/Ownership and Management           "
2042,"World Underneath: The Origins, Dynamics, and Effects of the Informal Economy",0801837367,"Castells, Manuel; Portes, Alejandro","Economics/Growth, Allocation and Distribution/Industrial Relations/Ownership and Management           "
2043,"Accelerated Resource Degradation by Agriculture in Developing Countries?: The Role of Population Change and Responses to It",0801856078,"Lipton, Michael","Economics/Development/Population and Quality of Life/Environment           "
2044,"Gender Coalitions: Extrafamily Influences in Intrafamily Inequality",0801855721,"Folbre, Nancy","Economics/WellBeing/Work           "
2045,"The History of Consumption: A Literature Review and Consumer Guide",0342-5843,"McCracken, Grant","Economics/WellBeing/Consumption and WellBeing           "
2046,"Labor Market Segmentation Theory: Reconsidering the Evidence",792392604,"Dickens, William T.; Lang, Kevin","Economics/Economic Policy/Labor Markets           "
2047,"Restoration of Living Environment Based on Vegetation Ecology: Theory and Practice",0912-3814,"Miyawaki, Akira","Economics/Development/Ecology and Habitat           "
2048,"Not Markets Alone: Enriching the Discussion of Income Distribution",1563246481,"Tilly, Chris; Albelda, Randy","Economics/Growth, Allocation and Distribution/Economics of Distribution           "
2049,"International Trade and the Performance of U.S. Labor Markets",1563245302,"Belman, Dale; Lee, Thea M.","Economics/Growth, Allocation and Distribution/Labor and Employment/Wages           "
2050,"Power, Accumulation, and Crisis: The Rise and Demise of the Postwar Social Structure of Accumulation",873326075,"Gordon, David M.; Weisskopf, Thomas E.; Bowles, Samuel","Economics/Growth, Allocation and Distribution/Problems with Growth/Limits to Growth           "
2051,"The Corporate Community and the Upper Class",1559349735,"Domhoff, G. William","Economics/Growth, Allocation and Distribution/Income Inequality           /           /Sociology/Political Sociology/Elites"
2052,"The Search for an Environmental Ethic",0070513309,"Callicott, J. Baird","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Ecological/ Sustainability Approach           "
2053,"Cuba: The Challenges of Being Global and Socialist...At the Same Time",0885-4300,"Monreal, Pedro","Economics/Development/Transition from Socialism to Markets           "
2054,"Assessing the Impact of NGO Advocacy Campaigns on World Bank Projects and Policies",0262061996,"Fox, Jonathan; Brown, David","Economics/Globalization/Multilateral Institutions: Other           "
2055,"Restructuring the Employment Relationship: The Growth of Market-Mediated Work Arrangements",0262011182,"Abraham, Katharine G.","Economics/Growth, Allocation and Distribution/Industrial Relations/Labor Relations           "
2056,"Materialization and Dematerialization: Measures and Trends",0011-5266,"Wernick, Iddo K.; Herman, Robert; Govind, Shekhar; Ausubel, Jesse H.","Economics/Development/Sustainability/Policy, Politics and Theory           "
2057,"Microfinance, Labour Markets, and Poverty in Africa: A Study of Six Institutions",0954-1748,"Mosley, Paul; Rock, June","Economics/Development/Poverty and Inequality/Finance and Microfinance           "
2058,"Effects of Technological Change: The Quality of Employment",0309037271,"Hartmann, Heidi; Kraut, Robert E.; Tilly, Louise A.","Economics/Growth, Allocation and Distribution/Technology and Technical Change/Impact on Labor           "
2059,"Industrial Metabolism",0309040752,"Ayres, Robert U.","Economics/Economic Policy/Environment/Sustainability           "
2060,"Globalization and Social Integration",0814746705,"Ghai, Dharam; Hewitt de Alcantara, Cynthia","Economics/Globalization/Culture and Consumption           "
2061,"Development, the Environment, and the Social Rate of Discount",0257-3032,"Markandya, Anil; Pearce, David W.","Economics/Economic Policy/Environment/Theory and Policy Analysis           "
2062,"Globalization and Inequality, Past and Present",0257-3032,"Williamson, Jeffrey G.","Economics/Growth, Allocation and Distribution/Convergence/Divergence           "
2063,"The Symbolic Making of a Common Property Resource: History, Ecology and Locality in a Tank-irrigated Landscape in South India",0012-155X,"Mosse, David","Economics/Development/Poverty and Inequality/Inequality, Access and Ownership           "
2064,"Structures of Corporate Control",0198280769,"Scott, John","Economics/Growth, Allocation and Distribution/Industrial Relations/Ownership and Management           "
2065,"The Psychology and Economics of Motivation",0195019741,"Scitovsky, Tibor","Economics/WellBeing/Consumption and WellBeing           "
2066,"An Ecologist View of the Malthusian Conflict",0198292422,"Holling, C. S.","Economics/Development/Population and Quality of Life/Environment           "
2067,"Government, Population, and Poverty: A Win-Win Tale",0198292422,"Birdsall, Nancy","Economics/Economic Policy/Welfare           "
2068,"Impacts of Community Health Insurance Schemes on Health Care Provision in Rural Tanzania",1436-9931,"Msuya, John; Juetting, Johannes P.; Asfaw, Abay","Economics/Development/Institutions           "
2069,"Inequality and Growth Reconsidered: Lessons from East Asia",0258-6770,"Birdsall, Nancy; Ross, David; Sabot, Richard","Economics/Growth, Allocation and Distribution/Factors of Growth/Newly Industrialized Countries (NICs)           "
2070,"Positive Freedom, Markets, and the Welfare State",0198286074,"Dasgupta, Partha","Economics/WellBeing/The Economy and WellBeing           "
2071,"Value, Desire, and Quality of Life",0198287976,"Scanlon, Thomas M.","Economics/WellBeing/Evaluation of WellBeing           /           /Philosophy/WellBeing/Personal Good/Preference/Desire Satisfaction"
2072,"Why Do Pro Athletes Make So Much Money?",0691042551,"Quirk, James; Fort, Rodney D.","Economics/Growth, Allocation and Distribution/Industrial Relations/Ownership and Management           "
2073,"Shifting Perspectives: The Decoupling of Work and Money",0691028923,"Wuthnow, Robert J.","Economics/WellBeing/Work           "
2074,"A Tale of Two Solitudes: Comparing Conflict and Development-induced Internal Displacement and Involuntary Resettlement",0020-7985,"Muggah, Robert","Economics/Development/Population and Quality of Life/Migration           "
2075,"The Emergence of American Television: The Formative Years",0394580184,"MacDonald, J. Fred","Sociology/Culture and Society/Globalization, Cultures, and Communication           "
2076,"Toward a New Video Order: The 1980s",0394580184,"MacDonald, J. Fred","Sociology/Culture and Society/Globalization, Cultures, and Communication           "
2077,"From Salvation to Self-Realization: Advertising and the Therapeutic Roots of Consumer Culture",039451131X,"Lears, T. J. Jackson","Economics/WellBeing/Consumption and WellBeing           "
2078,"Advertising",0415095891,"Fine, Ben; Leopold, Ellen","Economics/WellBeing/Consumption and WellBeing           "
2079,"Economics, Psychology, and Consumer Behavior",0415095891,"Fine, Ben; Leopold, Ellen","Economics/Economics as a Social Science/Capitalism and Culture/Consumption/ Consumerism           /           /Sociology/Culture and Society/Market Culture"
2080,"Changes in English and Anglo-American Consumption from 1550 to 1800",0415037123,"Shammas, Carole","History/Social and Cultural History/Consumerism/Consumption           "
2081,"Theories of Consumption in Media Studies",0415106885,"Morley, David","Sociology/Culture and Society/Market Culture           "
2082,"Computer Rationalization and the Transformation of Work: Lessons from the Insurance Industry",0415078695,"Appelbaum, Eileen; Albin, Peter","Economics/Growth, Allocation and Distribution/Technology and Technical Change/Technological Progress           "
2083,"The Gender Pay Gap",0415149037,"Blau, Francine D.","Economics/Growth, Allocation and Distribution/Economics of Discrimination           "
2084,"The Consumer's Comfort and Dream",0415088550,"Cross, Gary","Economics/WellBeing/Consumption and WellBeing           "
2085,"Traumas of Time and Money in Prosperity and Depression",0415088550,"Cross, Gary","Economics/WellBeing/Work           "
2086,"Human Well-Being and the Natural World",0415072999,"O'Neill, John","Economics/WellBeing/Evaluation of WellBeing           "
2087,"Nature, Intrinsic Value, and Human Well-Being",0415072999,"O'Neill, John","Economics/WellBeing/Evaluation of WellBeing           "
2088,"Race, Class, and Occupational Mobility: Black and White Women in Service Work in the United States",1354-5701,"Power, Marilyn; Rosenberg, Sam","Economics/Growth, Allocation and Distribution/Economics of Discrimination           "
2089,"From Dependency to Reform and Back Again: The Chilean Peasantry During the Twentieth Century",0306-6150,"Muray, Warwick E.","Economics/Development/Agrarian Economy and Society/Peasant and Informal Economies           "
2090,"Aristotelian Social Democracy",0415902436,"Nussbaum, Martha C.","Economics/WellBeing/The Economy and WellBeing           /           /Philosophy/WellBeing/Justice and WellBeing"
2091,"Capital, Labor, and the Commodity Form",0415084148,"Lee, Martyn J.","Economics/Growth, Allocation and Distribution/Theories and Methods/Capital Theory           "
2092,"Alternative Forms of Work Organization Under Programmable Automation",0415078695,"Kelley, Maryellen R.","Economics/Growth, Allocation and Distribution/Industrial Relations/Production Systems           "
2093,"A Story of Two Nations: Race and Wealth",0415918472,"Oliver, Melvin L.; Shapiro, Thomas M.","Economics/Growth, Allocation and Distribution/Economics of Discrimination           "
2094,"Holding Hands at Midnight: The Paradox of Caring Labor",1354-5701,"Folbre, Nancy","Economics/WellBeing/Work           "
2095,"The Distributional Impact of Privatization in Developing Countries",0415118980,"Cook, Paul; Kirkpatrick, Colin","Economics/Development/Markets/Privatization           "
2096,"Household Debt Problems: Toward a Micro-Macro Linkage",0953-8259,"Cameron, Samuel","Economics/WellBeing/Human Development/Development Theory           "
2097,"Gender as Commodity",0415041813,"Willis, Susan","Sociology/Family and Kinship/Gender Inequality           "
2098,"Recovering the Real Meaning of Sustainability",0415049679,"Silva, Vandana","Economics/Development/Sustainability/Definitions           "
2099,"Ecofeminism and Postmodernism: Agency, Transformation, and Future Possibilities",1040-0656,"Murphy, Patrick D.","Economics/Development/Women and Children/Feminism and Organization           /           /Sociology/Culture and Society/Postmodernism and Politics"
2100,"Goods as Satisfiers",0415903548,"Leiss, William; Kline, Stephen; Jhally, Sut","Economics/WellBeing/Consumption and WellBeing           "
2101,"Introduction to Gender and Family Issues in the Workplace",0871541173,"Blau, Francine; Ehrenberg, Ronald","Economics/WellBeing/Work           "
2102,"The Impact of Economic Change on Minorities and Migrants in Western Europe",0871545101,"Gordon, Ian","Economics/Growth, Allocation and Distribution/Economics of Discrimination           "
2103,"Rising Wage Inequality: The United States versus Other Advanced Countries",0871542773,"Freeman, Richard B.; Katz, Lawrence","Economics/Growth, Allocation and Distribution/Income Inequality           "
2104,"Single Mothers in Sweden: Why is Poverty Less Severe?",0871545101,"Gustafsson, Siv","Economics/WellBeing/Wealth and Poverty           "
2105,"Exposing Violences: Using Women's Human Rights Theory to Reconceptualize Food Rights",1187-7863,"Bellows, Anne C.","Economics/Development/Transition from Socialism to Markets           /           /Economics/Development/Women and Children/Health and Welfare"
2106,"Bangladesh Development Assistance: A Dialogue Among the Actors",1011-6370,"Murshid, Navine","Economics/Globalization/Economic Assistance           "
2107,"The Perils of Free Trade",0036-8733,"Daly, Herman E.","Economics/Globalization/Global Environmental Issues/International Issues           "
2108,"Environmental Change and Violent Conflict",0036-8733,"Homer-Dixon, Thomas F.; Boutwell, Jeffrey H.; Rathjens, George W.","Economics/Globalization/Global Environmental Issues/Ecology and Resources           /           /Political Science/International Relations/Environmental Issues"
2109,"Skills Mismatch or Globalization?",0684822881,"Gordon, David M.","Economics/Growth, Allocation and Distribution/Labor and Employment/Wages           "
2110,"Wielding the Stick",0684822881,"Gordon, David M.","Economics/Growth, Allocation and Distribution/Income Inequality           "
2111,"Bread or Chainsaws? Paths to Mobilizing Household Labor for Cooperative Rural Development in a Oaxacan Village (Mexico)",0013-0095,"Mutersbaugh, Tad","Economics/Development/Community, Participation and Human Development           "
2112,"The Cost of Talent: Summing Up",0029037557,"Bok, Derek","Economics/Growth, Allocation and Distribution/Industrial Relations/Ownership and Management           "
2113,"Inequality, Unemployment, Inflation, and Growth",0684849887,"Galbraith, James K.","Economics/Growth, Allocation and Distribution/Income Inequality           "
2114,"How Winner-Take-All Markets Arise",0028740343,"Frank, Robert H.; Cook, Philip J.","Economics/Growth, Allocation and Distribution/Factors of Growth/Theory           "
2115,"The Growth of Winner-Take-All Markets",0028740343,"Frank, Robert H.; Cook, Philip J.","Economics/WellBeing/The Economy and WellBeing           "
2116,"Winner-Take-All Markets",0028740343,"Frank, Robert H.; Cook, Philip J.","Economics/WellBeing/The Economy and WellBeing           "
2117,"The Need for Work as Such: Self-Expression and Belonging",809319217,"O'Boyle, Edward J.","Economics/WellBeing/Work           "
2118,"Environmental Refugees",0199-0039,"Myers, Norman","Economics/Development/Ecology and Habitat           "
2119,"Enclosing the Global Commons: Global Environmental Negotiations in a North-South Conflictual Approach",1853832154,"Lipietz, Alain","Economics/Globalization/Global Environmental Issues/International Issues           /           /Political Science/International Relations/Environmental Issues"
2120,"Notes on the Relationship Between Production and Consumption",0312068670,"Warde, Alan","Sociology/Culture and Society/Market Culture           "
2121,"Creating the Affluent Society",0140166424,"Ponting, Clive","Economics/Development/Sustainability/Consumerism and Culture           "
2122,"An Alternative Approach to Labor Markets",031225069X,"Marsden, David","Economics/Economic Policy/Labor Markets           "
2123,"Positional Goods, Conspicuous Consumption, and the International Demonstration Effect Reconsidered",0312085265,"James, Jeffrey","Economics/Development/Methodology of Development Economics           "
2124,"Globalization: Threat or Salvation?",031221278X,"Streeten, Paul","Economics/Globalization/Economic Transitions           /           /Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/World Orders Old and New"
2125,"Poor Relief and the Dramaturgy of Work",0679745165,"Piven, Frances Fox; Cloward, Richard","Economics/Economic Policy/Governance and Forms of Governments           "
2126,"An Interpretation of Economic Backwardness",156324330X,"Myint, H.","Economics/Development/Development Theory and Critique/Approaches and Prerequisites           "
2127,"The Concept of Sustainability: Origins, Extensions, and Usefulness for Policy",0894-1920,"Dixon, John; Fallon, Louise A.","Economics/Development/Sustainability/Definitions           "
2128,"Energy, Labor, and the Conserver Society",0040-1692,"Hannon, Bruce","Economics/Economic Policy/Environment/Energy and Climate Change           "
2129,"Queuing and Changing Occupational Composition",0877227438,"Reskin, Barbara F.; Roos, Patricia A.","Economics/Growth, Allocation and Distribution/Economics of Discrimination           "
2130,"Development, Poverty, and the Growth of the Green Movement in India",0261-3131,"Bandyopadhyay, Jayanta; Shiva, Vandana","Economics/Development/Poverty and Inequality/Environment and Poverty           "
2131,"Marginal Revenue and Labor Strife in Major League Baseball",0195-3613,"Oorlog, Dale R.","Economics/Growth, Allocation and Distribution/Industrial Relations/Ownership and Management           "
2132,"Reconciling Economic Reform and Sustainable Human Development: Social Consequences of Neo-Liberalism",9211260493,"Taylor, Lance; Pieper, Ute","Economics/Economic Policy/Economic Management and Reforms           /           /Economics/Development/Institutions"
2133,"A Challenge",715600990,"Myrdal, Gunnar","Economics/Development/Development Theory and Critique/Approaches and Prerequisites           "
2134,"Black Mobility in White Corporations: Up the Corporate Ladder But Out on a Limb",0037-7791,"Collins, Sharon M.","Economics/Growth, Allocation and Distribution/Economics of Discrimination           "
2135,"The Transformation of Work Revisited: The Limits of Flexibility in American Manufacturing",0037-7791,"Vallas, Steven; Beck, John","Economics/Growth, Allocation and Distribution/Industrial Relations/Production Systems           "
2136,"An Unexplained General Trait of Social Reality",NO ISBN FOUND,"Myrdal, Gunnar","Economics/Development/Development Theory and Critique/Theory           "
2137,"Consumption, Well-Being, and Virtue",NO ISBN FOUND,"Crocker, David A.","Economics/WellBeing/Visions of a Good Life           "
2138,"Alternatives to Mass Consumption",NO ISBN FOUND,"Segal, Jerome M.","Economics/WellBeing/Visions of a Good Life           "
2139,"New Analytic Bases for an Economic Critique of Consumer Society",NO ISBN FOUND,"Schor, Juliet B.","Economics/Economics as a Social Science/Capitalism and Culture/Consumption/ Consumerism           "
2140,"Thermodynamic and Economic Concepts as Related to Resource-Use Policies: Comment and Reply ",0023-7639,"Daly, Herman E.; Burness, Stuart; Cummings, Ronald","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Interdisciplinary Approach           "
2141,"The Logical Crux of All Science",NO ISBN FOUND,"Myrdal, Gunnar","Economics/Development/Development Theory and Critique/Theory           "
2142,"Thermodynamic and Economic Concepts as Related to Resource-Use Policies ",0023-7639,"Burness, Stuart; Cummings, Ronald; Morris, Glenn; Paik, Inja","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Ecological/ Sustainability Approach           "
2143,"On the Problem of Achieving Efficiency and Equity, Intergenerationally",0023-7639,"Page, Talbot","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
2144,"Lifestyle Is the Problem",1568330944,"Rahman, A. Atiq","Economics/Globalization/Global Environmental Issues/International Issues           "
2145,"A Culture of Permanence",039330891X,"Durning, Alan","Economics/WellBeing/Evaluation of WellBeing           "
2146,"The Environmental Costs of Consumption",039330891X,"Durning, Alan","Economics/Globalization/Culture and Consumption           "
2147,"Asking How Much Is Enough",0887-364X,"Durning, Alan","Economics/Growth, Allocation and Distribution/Problems with Growth/Environmental Impacts           "
2148,"International Inequalities",NO ISBN FOUND,"Myrdal, Gunnar","Economics/Globalization/Globalization: Negative Development Impacts           "
2149,"Internal Labor Markets: Theory and Change",0674506413,"Osterman, Paul S.","Economics/Growth, Allocation and Distribution/Industrial Relations/Labor Relations           "
2150,"An Analytical Frame",0813322782,"Tilly, Chris; Tilly, Charles","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Interdisciplinary Approach           "
2151,"Making the Grade: Educational Stratification in the United States, 1925-1989",0813311217,"Hout, Michael; Raftery, Adrian E.; Bell, Eleanor O.","Sociology/Political Sociology/Social Stratification           "
2152,"Services and the New Economy: Toward a New Labor Market Segmentation",0813310784,"Noyelle, Thierry J.","Economics/Growth, Allocation and Distribution/Industrial Relations/Labor Relations           "
2153,"Introduction: The Ethics of Sustainable Development",0471945277,"Engel, J. Ronald","Economics/WellBeing/Visions of a Good Life           "
2154,"Living More Simply and Civilizational Revitalization",0688121195,"Elgin, Duane","Economics/WellBeing/Visions of a Good Life           "
2155,"Crisis and Cycles in the Development of Economics",039448682X,"Myrdal, Gunnar","Economics/Development/Development Theory and Critique/Theory           "
2156,"The Politics and Economics of Global Employment: A Perspective from Latin America",1856493709,"Gomez-Buendia, Hernando","Economics/Economic Policy/Labor Markets           "
2157,"The Entropy Law and the Economic Problem",NO ISBN FOUND,"Georgescu-Roegen, Nicholas","Economics/Economics as a Social Science/Paradigms Compared           "
2158,"Energy Efficiency (DSM) and Restructuring",910325677,"Fox-Penner, Peter","Economics/Development/Sustainability/Energy Issues and Green Technologies           /           /Economics/Economic Policy/Environment/Energy and Climate Change"
2159,"“Growth” and “Development”",039448682X,"Myrdal, Gunnar","Economics/Development/Sustainability/Growth vs. Development           "
2160,"The Equality Issue",713901543,"Myrdal, Gunnar","Economics/Development/Poverty and Inequality/Alleviation of Poverty  Programs and Policies           "
2161,"Democrats and Technocrats: Professional Economists and Regime Transitions in Latin America",0225-5189,"Montecinos, Veronica; Markoff, John","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
2162,"Economists in Political and Policy Elites in Latin America",0018-2702,"Montecinos, Veronica","Economics/Economics as a Social Science/Philosophy, Sociology of Economics           "
2163,"Rational Fools: A Critique of the Behavioral Foundations of Economic Theory",0048-3915,"Sen, Amartya","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Moral/ Ethical/ Values Approach           "
2164,"A Fateful Development",713901543,"Myrdal, Gunnar","Economics/Development/Sustainability/Growth vs. Development           "
2165,"G. E. Moore and J. M. Keynes: A Missing Chapter in the History of the Expected Utility Model",0002-8282,"Bateman, Bradley W.","Economics/Economics as a Social Science/Economic Ideas/Keynes and Keynesianism           "
2166,"Exploitation: Monopolistic Exploitation of Labour and Monopsonistic Exploitation of Labor",0333083628,"Robinson, Joan","Economics/Economics as a Social Science/Capitalism and Culture/Capitalism           "
2167,"Joan Robinson Inside and Outside the Stream",0814725910,"Feiwel, George R.","Economics/Economics as a Social Science/Economic Ideas/Keynes and Keynesianism           "
2168,"The 'Violent Paradoxes' of A.C. Pigou: C",1852784563,"Pujol, Michele A.","Economics/Economics as a Social Science/Economic Ideas/Other           "
2169,"Janet Marcet and Harriet Martineau: Motive, Market Experience and Reception of their Works Popularizing Classical Political Economy",185278959X,"Polkinghorn, Bette","Economics/Economics as a Social Science/Economic Ideas/Women and Families           "
2170,"The Theory of the Firm",0465095151,"Robinson, Joan","Economics/Economics as a Social Science/Economic Ideas/Other           "
2171,"The Institutional and Psychological Levels",0313236976,"Myrdal, Gunnar","Economics/Development/Sustainability/Consumerism and Culture           /           /Economics/Economic Policy/Institutions/Theory and Policy"
2172,"Survey Article: Feminism in the Dismal Science",0963-8016,"Nelson, Julie A.; Meagher, Gabrielle","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Feminist Approach           /           /GDAE/Feminist Economics"
2173,"Freedom, Reason, and More: Feminist Economics and Human Development",1464-9888,"Nelson, Julie A.","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Feminist Approach           /           /GDAE/Feminist Economics"
2174,"Gender, Metaphor, and the Definition of Economics",0266-2671,"Nelson, Julie A.","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Feminist Approach           /           /GDAE/Feminist Economics"
2175,"The Childcare Economics Conundrum: Quality versus Affordability",631225773,"Nelson, Julie A.","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Feminist Approach           /           /GDAE/Feminist Economics"
2176,"The Economist as Mythmaker: Stigler's Kinky Transformation",0021-3624,"Freedman, Craig","Economics/Economics as a Social Science/Economic Ideas/Other           "
2177,"The Age of Plenty: A Christian View",0262041332,"Schumacher, E. F.","Economics/Economics as a Social Science/Alternatives to Mainstream Economics/Religious Approach           "
2178,"Synthesis of Findings From NHA  Studies in Twenty-six Countries",NO ISBN FOUND,"Nandakumar, A. K.; Bhawalkar, Manjiri","Economics/Development/Methodology of Development Economics           "
2179,"Toward an Equitable, Inclusive and Sustainable Agriculture: Mexico's Basic Grains Producers Unite",1565491637,"Rodarte, Olivia Acuna","Economics/Globalization/Food and Agriculture           "
2180,"The Desirable Form of Openness for Indian Agriculture",0309-166X,"Storm, Servaas","Economics/Globalization/Food and Agriculture           "
2181,"The New Economics of Agriculture",0002-9092,"Antle, John M.","Economics/Globalization/Food and Agriculture           "
2182,"The Legal Status of Agriculture in the World Trade Organization: State of Play at the Start of Negotiations",1011-6702,"Delcros, Fabian","Economics/Globalization/Food and Agriculture           "
2183,"International Aid",0313200785,"Myrdal, Gunnar","Economics/Globalization/Economic Assistance           /           /Political Science/International Relations/Politics of Aid, FDI, and Capital Flows"
