6017,"Perilous Partnerships: The UN's Corporate Outreach Program",0197-4637,"Bruno, Kenny","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6018,"Promoting Corporate Social Responsibility Abroad: The Human Rghts and Democracy Perspective",NO ISBN FOUND,"Craner, Lorne W.","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Democratic Consolidation in the World           "
6019,"Comparative Review of Children's Rights and Women's Rights in Korea",1011-6370,"Doe, Sondra Seung Ja","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6020,"Toward Eradicating Impunity: The Establishment of an International Criminal Court",1043-1578,"Duffy, Helen","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6021,"Are There Collective Human Rights?",0032-3217,"Freeman, Michael","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6022,"The World Health Organization Addressing Violence Against Women",1011-6370,"Garcia-Moreno, Claudia","Political Science/International Relations/Poverty, Inequality, and Rights/Women's Issues           "
6023,"To See and Not be Seen: Latin American Illegal Foreign Workers in Jerusalem",0020-7985,"Roer-Strier, Dorit; Olshtain-Mann, Orly","Sociology/Culture and Society/Globalization, Cultures, and Communication           "
6024,"Realizing Human Rights of Women and Children: Some Reflections on Law and Policy",1011-6370,"Gooneskere, Savitri","Political Science/International Relations/Poverty, Inequality, and Rights/Women's Issues           "
6025,"Conceptualising Globalisation and Human Rights: Boomerangs and Borders",1364-2987  ,"Gready, Paul","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6026,"Strategies to End Gender Based Violence: The USAID approach",1011-6370,"Johnson, F. Catherine","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6027,"The Human Rights NGOs: The Power of Persuasion",0892-6794,"Korey, William","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6028,"Human Rights and Multinationals: Is there a Problem?",0020-5850,"Muchlinski, Peter T.","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6029,"Sexual Violence During Armed Conflict: Institutional & Judicial Responses",NO ISBN FOUND,"Pilch, Frances T.","Political Science/International Relations/Poverty, Inequality, and Rights/Women's Issues           "
6030,"Inconsistency and Impunity in International Human Rights Law: Can the International Criminal Court Solve the Problems Raised by the Rwanda and Augusto Pinochet Cases",1534-9977,"Popoff, Evo","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6031,"Redefining the Child's Right to Identity",1360-9939,"Ronen, Ya'ir","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6032,"Realizing the Right to Development",0012-155X,"Sengupta, Arjun","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6033,"Transnational Politics, International Relations Theory, and Human Rights: A New Model Of International Politics Is Needed To Explain The Politics Of Human Rights",1049-0965,"Sikkink, Kathryn","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6034,"Corporate Voluntarism and Human Rights: The Adequacy and Effectiveness of Voluntary Self-regulation Regimes",0019-8676,"Simons, Penelope","Political Science/International Relations/Poverty, Inequality, and Rights/Human Rights           "
6035,"Globalization of Insecurity: The Democratic Imperative",0742-3640,"Camilleri, Joseph A.","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Democratic Consolidation in the World           "
6036,"11 September and the Widening North-South Gap: Root Causes of Terrorism in the Global Order",0271-3519,"Elnur, Ibrahim","Political Science/International Relations/Conflict, Peace, and Security/International Security           "
6037,"Peoples' Security versus National Security",0306-3968,"Fekete, Liz","Political Science/International Relations/Conflict, Peace, and Security/International Security           "
6038,"Caribbean Security: Retrospect and Prospect",0023-8791,"Griffith, Ivelaw L.","Political Science/International Relations/Conflict, Peace, and Security/International Security           "
6039,"The Private Side of Global Governance: New Definitions of Development and Human Security",0022-197X,"Hertel, Shareen","Political Science/International Relations/Conflict, Peace, and Security/International Security           "
6040,"Global Mobility, Inequality and Security",1464-9888,"Bach, R.","Political Science/International Relations/Globalization/Migration           "
6041,"Migration To Israel: The Mythology of “Uniqueness”",0020-7985,"Shuval, Judith T.","Sociology/Culture and Society/Globalization, Cultures, and Communication           "
6042,"New Patterns of Migration",0029-7054,"Garson, Jean-Pierre; Puymoyen, Agnes","Political Science/International Relations/Globalization/Migration           "
6043,"Migration, Globalisation and the Spirit of Peter Bauer",1468-0270,"Griswold, Daniel T.","Political Science/International Relations/Globalization/Migration           "
6044,"Migration Research and Migration Policy Making: A Study of Australia, the Philippines, and Thailand",0020-8701,"Iredale, Robyn; Turpin, Tim; Hawksley, Charles","Political Science/International Relations/Globalization/Migration           "
6045,"The Encounter on Globalization, Migration, and Militarization: A Dialogue between NGOs",1043-1578,"NGOs of the Border Encuentro","Political Science/International Relations/Globalization/Migration           "
6046,"The Migration-Development Nexus: Evidence and Policy Options",0020-7985,"Nyberg-Sorensen, Ninna; VanHear, N.; Engberg-Pedersen, P.","Political Science/International Relations/Globalization/Migration           "
6047,"The Migration-Development Nexus: Evidence and Policy Options State-of-the-Art Overview",0020-7985,"Nyberg-Sorensen, Ninna; Can Hear, Nicholas; Engberg-Pedersen, P.","Political Science/International Relations/Globalization/Migration           "
6048,"The Socio-economic and Cultural Impediments to Well-being along the US-Mexico Border",0094-5145,"Ruiz-Beltran, Martin; Kamau, Jimmy K.","Political Science/International Relations/Globalization/Migration           "
6049,"The Spread of Nuclear Arms: The Necessity of Treaties",0042-742X,"Albright, Madeleine","Political Science/International Relations/Global Treaties and Institutions/Multilateral Institutions and Treaties           "
6050,"The Chinese in Spain",0020-7985,"Nieto, Gladys","Sociology/Culture and Society/Globalization, Cultures, and Communication           "
6051,"The Emerging Roles of NGOs in the UN System: From Article 71 to a People's Millennium Assembly",1075-2846,"Alger, Chadwick","Political Science/International Relations/Global Treaties and Institutions/Multilateral Institutions and Treaties           "
6052,"U.S. Unilateralism at the UN: Why Great Powers Do Not Make Great Multilateralists",1075-2846,"Holloway, Steven","Political Science/International Relations/Global Treaties and Institutions/Multilateral Institutions and Treaties           "
6053,"Socialization of Permanent Representatives in the United Nations: Some Evidence",0020-8183,"Peck, Richard","Political Science/International Relations/Global Treaties and Institutions/Multilateral Institutions and Treaties           "
6054,"The Oslo Land Mine Treaty and an Analysis of the United States Decision Not to Sign",0887-283X,"Sharnetzka, Craig S.","Political Science/International Relations/Global Treaties and Institutions/Multilateral Institutions and Treaties           "
6055,"Globalism, Biodiversity, and the Third World",1870098595,"Shiva, Vandana","Political Science/International Relations/Global Treaties and Institutions/Multilateral Institutions and Treaties           "
6056,"Democratizing the International Monetary Fund and the World Bank: Governance and Accountability",0952-1895,"Stiglitz, Joseph E.","Political Science/International Relations/Global Treaties and Institutions/Multilateral Institutions and Treaties           "
6057,"New Bridges Across the Chasm: Macro and Institutional Strategies for Transitional Economies",1-84376-412-1,"Ellerman, David; Stiglitz, Joseph E.","Economics/Development/Transition from Socialism to Markets           "
6058,"Home, Work and Community: Skilled International Migration and Expatriate Women in Singapore",0020-7985,"Yeoh, Brenda S. A.; Khoo, Louisa-May","Sociology/Culture and Society/Globalization, Cultures, and Communication           /           /History/World/Global History/Migration/Migration Patterns"
6059,"South Pacific Agendas in the Quest to Protect Natural Areas",0012-155X,"Turnbull, Jane","Political Science/International Relations/Environmental Issues           "
6060,"The United Nations Rediscovered?",0740-2775,"Urquhart, Brian","Political Science/International Relations/Global Treaties and Institutions/Multilateral Institutions and Treaties           "
6061,"Challenges in the Governance of North-South Solidarity in the Age of Globalization",1011-6370,"Amalric, Franck","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6062,"International Co-operation: Towards a European View",1011-6370,"De la Rive Box, Louk","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6063,"Challenges to Development: The North-South Roundtable (NSRT) in Perspective",1011-6370,"Haq, Khadija","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6064,"Vulnerable Women and Neo-Liberal Globalization: Debt Burdens Undermine Women's Health in the Global South",1386-7415,"Jaggar, Alison M.","Political Science/International Relations/Poverty, Inequality, and Rights/Women's Issues           "
6065,"The Politics of Inclusion and Exclusion: Fortress Europe and the Reproductive Rights Agenda",1011-6370,"Keysers, Loes","Political Science/International Relations/Poverty, Inequality, and Rights/Women's Issues           "
6066,"Global Justice, Capitalism and the Third World",0264-3758,"Nielsen, Kai","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6067,"Trade and Competitiveness of African Economies in the 21st Century",1017-6772,"Olofin, S.","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6068,"Spiritual Wealth and Neo-Orientalism",0022-0558,"Bartholomeusz, Tessa","Sociology/Culture and Society/Globalization, Cultures, and Communication           "
6069,"Poorest Nations and Development Co-operation: In Search of an Elusive Ethic",1011-6370,"Rasheed, Sadig","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6070,"Global Growth through Third World Technological Progress",0748-5492,"Scherer, F. M.","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6071,"Investing or Squandering Social Capital? Community-Based Organizations for Indigent Health Care",0190-0692,"Staudt, Kathleen; Homedes, Nuria","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6072,"Paths to Sustainability",1870098595,"Wiertsema, Wiert","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6073,"Foreign Aid, Poverty Reduction, and Democracy",0003-6846,"Arvin, B.; Barillas, Mark; Barillas, Francisco","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Democratic Consolidation in the World           "
6074,"The Political Enforcement of Liberalism: Bargaining, Institutions, and Auto Multinationals in Hungary",0020-8833,"Bartlett, David; Seleny, Anna","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Democratic Consolidation in the World           "
6075,"Donor Characteristics and the Dispersion of Foreign Assistance",1384-5748,"Breuning, M.; Ishiyama, John T.","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6076,"The New 'Partnership' Era: But where is the Third Partner?",1011-6370,"Carmen, Raff","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6077,"What Happens to the State in Conflict?: Political Analysis as a Tool for Planning Humanitarian Assistance",0361-3666,"Cliffe, L.; Luckham, R.","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Democratic Consolidation in the World           "
6078,"Between the Global and the Local There are Regions, Culture Areas and National States: A Review Article",0022-4634,"Evans, Grant","Sociology/Culture and Society/Globalization, Cultures, and Communication           "
6079,"Good Governance: The Metamorphosis of a Policy Metaphor",0022-197X,"Doornbos, Martin","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Democratic Consolidation in the World           "
6080,"Social Reconstruction and the Radicalization of Development: Aid as a Relation of Global Liberal Governance",0012-155X,"Duffield, M.","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Democratic Consolidation in the World           "
6081,"The Politics of Food Aid: John F. Kennedy and Famine in China",0959-2296,"Grasso, June","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6082,"Fighting Governmental Corruption: The New World Bank Programme Evaluated",0954-1748,"Klein, Carolien M.; Leeuw, Frans L.","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6083,"Does Foreign Aid Promote Democracy?",0020-8833,"Knack, Stephan","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Democratic Consolidation in the World           "
6084,"Whose Civil Society? Whose Governance? Decisionmaking and Practice in the New Agenda at the Inter-American Development Bank and the World Bank",1075-2846,"Nelson, Paul","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6085,"Private Voluntary Aid and Nation Building in South Vietnam: The Humanitarian Politics of CARE, 1954-61",0149-0508,"Pergande, Delia T.","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6086,"The Politics of Aid: The Normatives of Giving and Receiving",1011-6370,"Raghuram, Shobha","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6087,"Traditional Aid is Passé ... And there is Not Enough of It",1011-6370,"Ranis, Gustav","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6088,"The Politics of Aid and Development in a Globalizing World",1011-6370,"Sewell, John","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6089,"Public Support and the Politics of Aid",1011-6370,"Smillie, Ian","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6090,"The Political Economy of Reform: The Politics of Aid",0275944336,"Streeten, Paul","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6091,"Development Aid and Structural Violence: The Case of Rwanda",1011-6370,"Uvin, Peter","Political Science/International Relations/NorthSouth Relations and Politics of Development           "
6092,"The Gendered Time Politics of Globalization: Of Shadowlands and Elusive Justice",0141-7789,"Adam, Barbara","Political Science/International Relations/Globalization/Politics of Globalization           "
6093,"Citizens, Residents, and Aliens in a Changing World: Political Membership in the Global Era",0037-783X,"Benhabib, Seyla","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Democratic Consolidation in the World           "
6094,"International Regimes and Democratic Governance: Political Equality and Influence in Global Institutions",0020-5850,"Bohman, James","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Democratic Consolidation in the World           "
6095,"The Global Transformation of National Health Systems",1011-6370,"Brillas, Edgar","Political Science/International Relations/Globalization/Politics of Globalization           "
6096,"Globalization and the Erosion of Democracy",0304-4130,"Cerny, Philip G.","Political Science/International Relations/Globalization/Politics of Globalization           "
6097,"New Threats to Human Security in the Era of Globalization",1464-9888,"Fukuda-Parr, Sakiko","Political Science/International Relations/Globalization/Politics of Globalization           "
6098,"The End of Nature",0394576012,"McKibben, Bill","Sociology/Culture and Society/Nature           "
6099,"A Deleuzian Critique of Resource-use Management Politics in Industria",0008-3658,"Hipwell, William T.","Political Science/International Relations/Globalization/Politics of Globalization           "
6100,"The Impact of Globalization on Civil Liberties: Asian vs. Non-Asian States",0742-3640,"Imai, Kunihiko","Political Science/International Relations/Globalization/Politics of Globalization           "
6101,"Global Crisis and Latin America",0261-3050,"Robinson, William I.","Political Science/International Relations/Globalization/Politics of Globalization           "
6102,"Globalization, Inequality and Global Protest",1011-6370,"Sen, Amartya","Political Science/International Relations/Globalization/Politics of Globalization           "
6103,"Science, Research, Knowledge and Capacity Building",1387-585X,"Strigl, Alfred W.","Political Science/International Relations/Globalization/Politics of Globalization           "
6104,"Making Globalization Work for Better Health",1011-6370,"Turmen, Tomris","Political Science/International Relations/Globalization/Politics of Globalization           "
6105,"The Scorecard on Globalization 1980-2000: Its Consequences for Economic and Social Well-being",0895032791,"Weisbrot, Mark","Political Science/International Relations/Globalization/Politics of Globalization           "
6106,"The Second Great Transformation: The Politics of Globalisation in the Global North",1356-2576,"Zincone, Giovanna; Agnew, John","Political Science/International Relations/Globalization/Politics of Globalization           "
6107,"Medicine, Health, and Society: Health and Society",0896080889,"Gorz, Andre","Sociology/Culture and Society/Nature           "
6108,"The Global Problematique",0415071151,"Ekins, Paul","Political Science/International Relations/Poverty, Inequality, and Rights/Poverty and Global Inequality           "
6109,"Constitutionalizing Inequality and the Clash of Globalizations",1521-9488,"Gill, Stephan","Political Science/International Relations/Poverty, Inequality, and Rights/Poverty and Global Inequality           "
6110,"The Secular Salvation Story of the Digital Divide",1388-1957,"McSorley, Kevin","Political Science/International Relations/Poverty, Inequality, and Rights/Poverty and Global Inequality           "
6111,"Global Inequality: Bringing Politics Back In",0143-6597,"Pieterse, Jan N.","Political Science/International Relations/Poverty, Inequality, and Rights/Poverty and Global Inequality           "
6112,"A Critical Reflection on Globalisation and Inequality: A New Approach to the Development of the South",1569-2094,"Prabhakar, A. C.","Political Science/International Relations/Poverty, Inequality, and Rights/Poverty and Global Inequality           "
6113,"Reconstituting the 'Third World'? Poverty Reduction and Territoriality in the Global Politics of Development",0143-6597,"Weber, Heloise","Political Science/International Relations/Poverty, Inequality, and Rights/Poverty and Global Inequality           "
6114,"Hegemony in Two Paradigms",0260-4027,"Bausch, Ken","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Regionalism, Power Blocs, and Hegemony           "
6115,"The Balance of Power",0740-2775,"Chace, James","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Regionalism, Power Blocs, and Hegemony           "
6116,"Inside Nature",1870098595,"Kvaloy, Sigmund","Sociology/Culture and Society/Nature           "
6117,"US Foreign Relations in the Twentieth Century: From World Power to Global Hegemony",0020-5850,"Dunne, Michael","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Regionalism, Power Blocs, and Hegemony           "
6118,"Solidarity in the Age of Globalization: Lessons from the Anti-MAI and Zapatista Struggles",0304-2421,"Johnston, J.; Laxer, G.","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Regionalism, Power Blocs, and Hegemony           "
6119,"Caring at a Distance: Gift Theory, Aid Chains and Social Movements",1464-9365  ,"Silk, John","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Regionalism, Power Blocs, and Hegemony           "
6120,"The EU, NATO, and the Extension of Institutional Order in Europe",0043-8200,"Smith, Martin A.; Timmins, Graham","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Regionalism, Power Blocs, and Hegemony           "
6121,"The Unfinished Business: Conflicts, the African Union and the New Partnership for Africa's Development",1534-9977,"Udombana, Nsongurua J.","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Regionalism, Power Blocs, and Hegemony           "
6122,"The Fight against Terrorism: Where's NATO?",0740-2775,"Valasek, Tomas","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/Regionalism, Power Blocs, and Hegemony           "
6123,"Regulating Economic Globalization",0020-2754,"Amin, Ash","Political Science/International Relations/Global Treaties and Institutions/Trade and Economic Politics           "
6124,"Regions and Interaction Networks: An Institutional-Materialist Perspective",0020-7152,"Chase-Dunn, Christopher; Jorgenson, Andrew","Sociology/Culture and Society/Nature           "
6125,"Will Globalization go Bankrupt?",0015-7228,"Pettis, Michael","Political Science/International Relations/Global Treaties and Institutions/Trade and Economic Politics           "
6126,"Ethical Development and the Social Impact of Globalization",0742-3640,"Quinlivan, Gary; Davies, Anthony","Political Science/International Relations/Global Treaties and Institutions/Trade and Economic Politics           "
6127,"Patent Necessity: Intellectual Property Dilemmas in the Biotech Domain & Treatment Equity for Developing Countries",0194-1879,"Spectar, Jem M.","Political Science/International Relations/Global Treaties and Institutions/Trade and Economic Politics           "
6128,"A Review of WTO and Environmental Issues",1187-7863,"Stonehouse, D. Peter","Political Science/International Relations/Global Treaties and Institutions/Trade and Economic Politics           "
6129,"The Failure of Globalisation",0955-7571,"Juhasz, Antonia","Political Science/International Relations/Globalization/Transnational Corporations and Sovereignty           "
6130,"Human Rights, Corporate Wrongs?",0043-9134,"Leeson, Helena","Political Science/International Relations/Globalization/Transnational Corporations and Sovereignty           "
6131,"Crossing Borders: Global Civil Society and the Reconfiguration of Transnational Political Space",0343-2521,"Lipschutz, Ronnie D.","Political Science/International Relations/Globalization/Transnational Corporations and Sovereignty           "
6132,"Engaging the Private Sector",0887-8218,"Schrage, Elliot; Ewing, Anthony","Political Science/International Relations/Globalization/Transnational Corporations and Sovereignty           "
6133,"The Role of the Concept of the Natural (Naturalness) in Organic Farming",1187-7863,"Verhoog, Henk; Matze, Mirjam; Lammerts Van Bueren, Edith; Baars, Ton","Sociology/Culture and Society/Nature           "
6134,"Treading the Sacred Ground",0025-1895,"Wah, Louisa","Political Science/International Relations/Globalization/Transnational Corporations and Sovereignty           "
6135,"NGO Strategies for Promoting Corporate Social Responsibility",0892-6794,"Winston, Morton","Political Science/International Relations/Globalization/Transnational Corporations and Sovereignty           "
6136,"The Political Economy of Zimbabwe's Descent into Conflict",0954-1748,"Addison, Tony; Laakso, Liisa","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6137,"The Development Imperative: Creating the Preconditions for Peace",0022-197X,"Atwood, J. Brian","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6138,"Getting Beyond New York: Reforming Peacekeeping in the Field",0740-2775,"Bell, Peter D.","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6139,"System of Disparate Exchange",0012-9976,"Custers, Peter","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6140,"Peace Operations Finance and the Political Economy of a Way Out: Living Off the Land",1353-3312,"Daudelin, J.; Seymour, L. J. M.","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6141,"The New Interventionism",0026-1068,"Doyle, M. W.","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6142,"Water in the Middle East Peace Process",0016-7398,"Haddadin, Munther J.","Political Science/International Relations/Environmental Issues           "
6143,"Preventing War Through Nation-Building: A Self-Interested Approach to Peace",0748-4526,"Hamburg, David","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6144,"Peace as Immobility",0952-8059,"Lippens, Ronnie","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6145,"Carita's War",1011-6370,"Nordstrom, Carolyn","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6146,"Comparative Reciprocity during the Cold War",1078-1919,"Patchen, Martin; Boqumil, David D.","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6147,"Beyond the Search for a Paradigm? Post-Development and Beyond",1011-6370,"Escobar, Arturo","Economics/Development/Development Theory and Critique/Politics and Ideology           "
6148,"From Ecology to Ecosophy, from Science to Wisdom",0260-4027,"Naess, Arne","Sociology/Culture and Society/Nature           "
6149,"Guest Editorial: New Perspectives on Conflict Resolution",1011-6370,"Paz, Yehudah","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6150,"Creating the Conditions for Peacemaking: Theories of Practice in Ethnic Conflict Resolution",0141-9870,"Ross, Marc Howard","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6151,"Women and International Relations: Pearl S. Buck's Critique of the Cold War",1042-7961,"Shaffer, Robert","Political Science/International Relations/Poverty, Inequality, and Rights/Women's Issues           "
6152,"Women, Peacekeeping and Peacemaking: Gender Balance and Mainstreaming",1353-3312,"Stiehm, Judith Hicks","Political Science/International Relations/Poverty, Inequality, and Rights/Women's Issues           "
6153,"The International Criminal Court Controversy",0740-2775,"Tucker, Robert W.","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6154,"Conflict Management in Complex Humanitarian Situations: Peacemaking and Peacebuilding Work with Angolan IDPs",0951-6328,"Utterwulghe, S.","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6155,"Evaluating the Efficacy of the International Criminal Tribunals for Rwanda and the Former Yugoslavia",1201-9607,"Yacoubian, George S. Jr.","Political Science/International Relations/Conflict, Peace, and Security/War and Conflict Resolution           "
6156,"New US Nuclear Doctrine",0012-9976,"Koshy, Ninan","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/World Orders Old and New           "
6157,"From Civil War to 'Civil Society': Has the End of the Cold War Brought Peace to Central America?",0020-5850,"Pearce, Jenny","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/World Orders Old and New           "
6158,"The End of Communism in Eastern Europe",0020-5850,"Schopflin, George","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/World Orders Old and New           "
6159,"Oil Wealth and Regime Survival in the Developing World, 1960-1999",0092-5853,"Smith, Benjamin","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/World Orders Old and New           /           /History/Economic History/Economic Development, Growth, and Aggregate Productivity/Regional Development"
6160,"The Future of American Power",0032-3195,"Friedberg, Aaron L.","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/World Orders Old and New           "
6161,"The Rise of Europe, America's Changing Internationalism, and the End of U.S. Primacy",0032-3195,"Kupchan, Charles A.","Political Science/International Relations/Power, Alliance, Leadership, and Hegemony/World Orders Old and New           "
6162,"Ambiguity in Political Ideology: Aboriginality as Nationalism",1035-8811,"Archer, Jeff","Anthropology/Social/Cultural Anthropology/Social Organization, Identity and Segregation           "
6163,"Merrick and the British Campaign to Stop Immigration: Populist Racism and Political Influence",0306-3968,"Bentley, Stuart","Anthropology/Social/Cultural Anthropology/Social Organization, Identity and Segregation           "
6164,"Race, Caste and Gender",0025-1496,"Beteille, Andre","Anthropology/Social/Cultural Anthropology/Social Organization, Identity and Segregation           "
6165,"The Mismatch between Class and Status",0007-1315,"Beteille, Andre","Anthropology/Social/Cultural Anthropology/Social Organization, Identity and Segregation           "
6166,"The Alchemy of Charity: Of Class and Buddhism in Northern Thailand",0002-7294,"Bowie, Katherine A.","Anthropology/Social/Cultural Anthropology/Social Organization, Identity and Segregation           "
6167,"What's in a Name? The Consequences of Violating Brazilian Emic Color-race Categories in Estimating Social Well-being",0091-7710,"Byrne, Bryan; Harris, Marvin; Consorte, Josildeth Gomez; Lang, Joseph","Anthropology/Social/Cultural Anthropology/Social Organization, Identity and Segregation           "
6168,"Race, History and Culture",0041-5278,"Levi-Strauss, Claude","Anthropology/Social/Cultural Anthropology/Social Organization, Identity and Segregation           "
6169,"Gendered Difference, Violent Imagination: Blood, Race, Nation",0002-7294,"Linke, Uli","Anthropology/Social/Cultural Anthropology/Social Organization, Identity and Segregation           "
