39,"Freedom and Consequences",0631154949,"Sen, Amartya","Sociology/Culture and Society/Ethics, Norms, and Values           "
40,"Making the Indian: Colonial Knowledge, Alcohol, and Native Americans",0161-6463,"Quintero, Gilbert","Anthropology/Social/Cultural Anthropology/Culture/Identity, Place, Culture           "
41,"Place Replaced: Colonial Nostalgia and Pied-Noir Pilgrimages to Malta",0886-7356,"Smith, Andrea","Anthropology/Social/Cultural Anthropology/Culture/Identity, Place, Culture           "
42,"Land, Water, and Truth: San Identity and Global Indigenism",0002-7294,"Sylvain, Renee","Anthropology/Social/Cultural Anthropology/Culture/Identity, Place, Culture           "
43,"Traditions of Invention in Equatorial Africa",0002-0206,"Guyer, Jane I.","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Institutions           "
44,"Transforming Institutions among Pastoralists: Inequality and Land Privatization",0002-7294,"Lesorogol, Carolyn K.","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Institutions           "
45,"Development without Institutions: Ersatz Medicine and the Politics of Everyday Life in Rural North India",0886-7356,"Pinto, Sarah","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Institutions           "
46,"Global History and the Third World",0-8133-1684-7,"Buultjens, Ralph","History/World/Global History/Concept/Definition           "
47,"Relational Narratives: Solving an Ethical Dilemma Concerning an Individual's Insurance Policy",0969-7330,"Lindsay, R.; Graham, Helen","Sociology/Culture and Society/Ethics, Norms, and Values           "
48,"Procession and Pilgrimage in Newar Religion",1035-8811,"Allen, Michael","Anthropology/Social/Cultural Anthropology/Culture/Evolution of Culture           "
49,"The Culture Concept and the Mission of the Roman Catholic Church",0002-7294,"Angrosino, Michael V.","Anthropology/Social/Cultural Anthropology/Religion           "
50,"On African Origins: Creolization and Connaissance in Haitian Vodou",0094-0496,"Apter, Andrew","Anthropology/Social/Cultural Anthropology/Culture/Evolution of Culture           "
51,"Jewish Ethnography and the Question of the Book",0003-5491,"Boyarin, Jonathan","Anthropology/Methods and Approaches/Ethnological Approaches and Participant Observation           "
52,"Universal Aspects of Symbolic Healing: A Theoretical Synthesis",0002-7294,"Dow, James","Anthropology/Social/Cultural Anthropology/Health and Medical Anthropology           "
53,"Market Magic: Getting Rich and Getting Personal in Medicine after Mao",0094-0496,"Farquhar, Judith","Anthropology/Social/Cultural Anthropology/Health and Medical Anthropology           "
54,"Spiritual Aroma: Religion and Politics",0002-7294,"Firth, Raymond","Anthropology/Social/Cultural Anthropology/Religion           "
55,"Magical Misfortune in Locorotondo",0094-0496,"Galt, Anthony H.","Anthropology/Social/Cultural Anthropology/Ethics, Morality, and Culture           "
56,"Shifting Aims, Moving Targets: On the Anthropology of Religion",1359-0987,"Geertz, Clifford","Anthropology/Social/Cultural Anthropology/Religion           "
57,"From Universal History to Global History",0-8133-1684-7,"Kossok, Manfred","History/World/Global History/Concept/Definition           "
58,"Social Class and Adolescents' Beliefs About Justice in Different Social Orders",0022-4537,"Flanagan, Constance; Campbell, Bernadette; Botcheva, Luba; Bowes, Jennifer; Csapo, Beno; Macek, Petr; Sheblanova, Elena","Sociology/Culture and Society/Ethics, Norms, and Values           "
59,"United and Divided: Christianity, Tradition and Identity in Two South Coast Papua New Guinea Villages",1035-8811,"Goddard, Michael; VanHeekeren, Deborah","Anthropology/Social/Cultural Anthropology/Religion           "
60,"Civic Virtue and Religious Reason: An Islamic Counterpublic",0886-7356,"Hirschkind, Charles","Anthropology/Social/Cultural Anthropology/Religion           "
61,"Holy Cow! The Apotheosis of Zebu, or Why the Cow is Sacred in Hinduism",0385-2342,"Korom, Frank J.","Anthropology/Methods and Approaches/Cultural Materialism           "
62,"Reflections on Tibet",0028-6060,"Lixiong, Wang","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
63,"Metakinesis: How God becomes Intimate in Contemporary U.S. Christianity",0002-7294,"Luhrmann, Tanya M.","Anthropology/Social/Cultural Anthropology/Religion           "
64,"Rival Empires: Islam and the Religions of Spirit Possession among the Oyo-Yoruba",0094-0496,"Matory, J. Lorand","Anthropology/Social/Cultural Anthropology/Religion           "
65,"Negotiating with Demons: The Uses of Magical Language",0094-0496,"McCreery, John L.","Anthropology/Language and Society/Language Representations and Usage           "
66,"Between Several Worlds: Images of Youth and Age in Tuareg Popular Performances",0003-5491,"Rasmussen, Susan J.","Anthropology/Social/Cultural Anthropology/Culture/Identity, Place, Culture           "
67,"God is Nothing but Talk: Modernity, Language, and Prayer in a Papua New Guinea Society",0002-7294,"Robbins, Joel","Anthropology/Social/Cultural Anthropology/Religion           "
68,"Impossible Gifts: Bodies, Buddhism and Bioethics in Contemporary Sri Lanka",1359-0987,"Simpson, Bob","Anthropology/Social/Cultural Anthropology/Ethics, Morality, and Culture           "
69,"Global History in a Postmodernist Era?",0-8133-1684-7,"Mazlish, Bruce","History/World/Global History/Concept/Critique           "
70,"On Resisting Resistance",0002-7294,"Brown, Michael F.","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
71,"Fear of a Black Nation: Local Rappers, Transnational Crossings, and State Power in Contemporary Cuba",0003-5491,"Fernandes, Sujatha","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
72,"Multipartyism and Nostaligia for the Unified Past: Discourses of Democracy in a Dance Association in Cameroon",0886-7356,"Ignatowski, Clare A.","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
73,"Nuriye's Dilemma: Turkish Lessons of Democracy and the Gendered State",0094-0496,"Kaplan, Sam","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
74,"Cultural Policy through Public Display",0022-3840,"Kurin, Richard","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
75,"Rap, Race and Politics",0306-3968,"Lusane, Clarence","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
76,"Good Muslim, Bad Muslim: A Political Perspective on Culture and Terrorism",0002-7294,"Mamdani, Mahmood","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
77,"Austrifying Europe: Ultra-right Populism and the New Culture of Resistance",0950-2386,"Marchart, Oliver","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
78,"Migration and Its Enemies",0-8133-1684-7,"Gungwu, Wang","History/World/Global History/Migration/Causes/Consequences           "
79,"The Depleting Moral Legacy: The Moral Re-entry",0674813650,"Hirsch, Fred","Sociology/Culture and Society/Ethics, Norms, and Values           "
80,"Popular Culture as Oppositional Culture: Rap as Resistance",0731-1214,"Martinez, Theresa A.","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
81,"The Sublime Dance of Mende Politics: An African Aesthetic of Charismatic Power",0094-0496,"Murphy, William P.","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
82,"Anthropology and Politics in Studies of National Character",0886-7356,"Neiburg, Federico; Goldman, Marcio","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
83,"The Culture-conscious Brazilian Indian: Representing and Reworking Indianness in Kayabi Political Discourse",0094-0496,"Oakdale, Suzanne","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
84,"The Largest Popular Culture Movement in the Western World: Intellectuals and Gaucho Traditionalism in Brazil",0094-0496,"Oliven, Ruben George","Anthropology/Social/Cultural Anthropology/Political Practices, Organization, and Structure/Politics, Power, and Culture           "
85,"The Father as Witch",0001-9720,"Colson, Elizabeth","Anthropology/Social/Cultural Anthropology/Colonization and PostColonialism           "
86,"White Settler Assertions of Native Status",0094-0496,"Dominy, Michele D.","Anthropology/Social/Cultural Anthropology/Colonization and PostColonialism           "
87,"Democratizing Dance: Institutional Transformation and Hegemonic Re-ordering in Postcolonial Jamaica",0886-7356,"Thomas, Deborah A.","Anthropology/Social/Cultural Anthropology/Colonization and PostColonialism           "
88,"A Globalizing Economy: Some Implications and Consequences",0-8133-1684-7,"Barnet, Richard J. and Cavanagh, John","History/Economic History/Globalization/International/Regional Economic Agreements           "
89,"Theories of Progress, Development, Evolution",0465030238,"Bock, Kenneth","Sociology/Culture and Society/Ethics, Norms, and Values           "
90,"Signs of Quality: Individualism and Hierarchy in American Culture",0094-0496,"Greenhouse, Carol J.","Anthropology/Social/Cultural Anthropology/Society, Civilization, and Culture           "
91,"Reconstructing Ethnicity",1359-0987,"Levine, Hal B.","Anthropology/Social/Cultural Anthropology/Society, Civilization, and Culture           "
92,"Beyond Politics and Praxis: Educational Challenges in Contemporary Africa",0304-4092,"Mbabuike, Michael C.","Anthropology/Social/Cultural Anthropology/Society, Civilization, and Culture           "
93,"The Clash of Civilizations? Islamic Totalitarianism Constitutes an Ideological Threat, as Marxism-Leninism did during the Cold War",0887-9346,"Streusand, Douglas","Anthropology/Social/Cultural Anthropology/Society, Civilization, and Culture           "
94,"Violent Politics and the Politics of Violence: The Dissolution of the Somali Nation-state",0094-0496,"Besteman, Catherine","Anthropology/Social/Cultural Anthropology/War, Violence, and Hegemony/Violence and Aggression           "
95,"Global Violence and Indonesian Muslim Politics",0002-7294,"Hefner, Robert W.","Anthropology/Social/Cultural Anthropology/War, Violence, and Hegemony/Violence and Aggression           "
96,"Rumors and Politics in Haiti",0003-5491,"Perice, Glen A.","Anthropology/Social/Cultural Anthropology/War, Violence, and Hegemony/Violence and Aggression           "
97,"Human Rights as Global Imperative",0-8133-1684-7,"Menand III, Louis","History/World/Global History/Political Institutions/United Nations           "
98,"Valuations, Beliefs and Opinions",394438841,"Myrdal, Gunnar","Sociology/Culture and Society/Ethics, Norms, and Values           "
99,"An Interpretation and Defense of the Socialist Principle of Distribution",0265-0525,"Carens, Joseph","Philosophy/Rights and Justice/Distributive Justice/Economic Structure and Distribution           "
100,"On Economic Inequality",198281935,"Sen, Amartya; Foster, James","Philosophy/Rights and Justice/Distributive Justice/Economic Structure and Distribution           "
101,"On Deserving to Deserve",0048-3915,"Zaitchik, Alan","Philosophy/Rights and Justice/Distributive Justice/Economic Structure and Distribution           "
102,"Nationality, Distributive Justice and the Use of Force",0264-3758,"Caney, Simon","Philosophy/Rights and Justice/Distributive Justice/Economic Structure and Distribution           "
103,"The Globalization of Music: Expanding Spheres of Influence",0-8133-1684-7,"Joyce, John","History/Social and Cultural History/Culture as Commodity           "
104,"Virtue Ethics and Social Work: Being Lucky, Realistic, and Not Doing Ones Duty",0045-3102,"McBeath, Graham; Webb, Stephen A","Sociology/Culture and Society/Ethics, Norms, and Values           "
105,"How Equality Matters",0265-0525,"Steiner, Hillel","Philosophy/Rights and Justice/Distributive Justice/Economic Structure and Distribution           "
106,"Equality, Solidarity, and Rawls' Maximin",0048-3915,"Crocker, Lawrence","Philosophy/Rights and Justice/Distributive Justice/Equality and Welfare           "
107,"Inequality, Incentives and Opportunity",0265-0525,"Deere, Donald; Welch, Finis","Philosophy/Rights and Justice/Distributive Justice/Equality and Welfare           "
108,"Rawls, Kant's Doctrine of Right, and Global Distributive Justice",0022-3816,"Shaw, Brian","Philosophy/Rights and Justice/Distributive Justice/Equality and Welfare           "
109,"Equality, Incommensurability and Rights",0199248257,"Steiner, Hillel","Philosophy/Rights and Justice/Distributive Justice/Equality and Welfare           "
110,"Why Justice Requires Transfers to Offset Income and Wealth Inequalities",0265-0525,"Arneson, Richard J.","Philosophy/Rights and Justice/Distributive Justice/Political Philosophy and Theories of Justice           "
111,"On the Prospect of Global History",0-8133-1684-7,"Grew, Raymond","History/World/Global History/Concept/Definition           "
112,"Values of Farmers, Sustainability and Agricultural Policy",1187-7863,"Schoon, Ben","Sociology/Culture and Society/Ethics, Norms, and Values           "
113,"Distributive Justice and Environmental Sustainability",0018-1196,"Carter, Alan","Philosophy/Rights and Justice/Distributive Justice/Political Philosophy and Theories of Justice           "
114,"Bioethics in Tanzania: Legal and Ethical Concerns in Medical Care and Research in Relation to the HIV/Aids Epidemic",0963-1801(print); 1469-2147 (online),"Hellston, Sirkkku","Philosophy/Rights and Justice/Distributive Justice/Political Philosophy and Theories of Justice           "
115,"Political Ideology, Perceived Threat, and Justice Towards Immigrants",0885-7466,"Bierbrauer, Gunter; Klinger, Edgar","Philosophy/Rights and Justice/International Justice/Global Issues           "
116,"Distributive Justice, State Coercion, and Autonomy",0048-3915,"Blake, Michael","Philosophy/Rights and Justice/International Justice/Global Issues           "
117,"Review Article: International Liberalism and Distributive Justice: A Survey of Recent Thought",0043-8871,"Beitz, Charles","Philosophy/Rights and Justice/International Justice/Global Issues           "
118,"Global Interdependence and Distributive Justice",0260-2105,"Caney, Simon","Philosophy/Rights and Justice/International Justice/Global Issues           "
119,"Reconstructing Colonialism: Graphic Layout and Design, and the Construction of Ideology",0008-4948,"Bowden, Gary","Sociology/Culture and Society/Ethnicity, Language, and Culture           "
120,"Global Distributive Justice",1467-9973,"Hinsch, Wilfried","Philosophy/Rights and Justice/International Justice/Global Issues           "
121,"Global Distributive Justice and the Corporate Duty to Aid",0167-4544,"Jackson, Kevin T.","Philosophy/Rights and Justice/International Justice/Global Issues           "
122,"Distributive Justice and International Trade",0892-6794,"Kapstein, Ethan B.","Philosophy/Rights and Justice/Distributive Justice/Economic Structure and Distribution           "
123,"Distributive Justice as an International Public Good: A Historical Perspective",0-19-513052-9,"Kapstein, Ethan B.","Philosophy/Rights and Justice/International Justice/Global Issues           "
124,"Does the Welfare State Help the Poor?",0265-0525,"Cowen, Tyler","Philosophy/Rights and Justice/Distributive Justice/Equality and Welfare           "
125,"Assisting the Global Poor",0521820421,"Pogge, Thomas","Philosophy/Rights and Justice/Distributive Justice/Equality and Welfare           "
126,"Animal Emotion",1085-6633,"Dixon, Beth","Philosophy/The Environment/Environmental Ethics           "
127,"Are Animals Aware of What They Are Doing?",874700353,"Griffin, Donald","Philosophy/The Environment/Environmental Ethics           "
128,"Humans as Contrasted with, Humans as Included in the Class of Animals",081269452X,"MacIntyre, Alasdair","Philosophy/The Environment/Environmental Ethics           "
129,"Deconstructing Cultural Pluralism",0273-2173,"Niemonen, J.","Sociology/Culture and Society/Ethnicity, Language, and Culture           "
130,"Descartes on the Moral Status of Animals",0003-9101(print); 1613-0650 (online),"Steiner, Gary","Philosophy/The Environment/Environmental Ethics           "
131,"Animal Ethics and Interest Conflicts",1085-6633,"Aaltola, Elisa","Philosophy/The Environment/Environmental Ethics           "
132,"Environmental Ethics, Animal Welfarism, and the Problem of Predation: A Bambi Lover's Respect for Nature",1085-6633,"Everett, Jennifer","Philosophy/The Environment/Environmental Ethics           "
133,"Beyond Welfare: Animal Integrity, Animal Dignity, and Genetic Engineering",1085-6633,"Ortiz, Sara Elizabeth Gavrell","Philosophy/The Environment/Environmental Ethics           "
134,"Ecology and Animals: Is There a Joint Ethic of Respect?",0163-4275,"Westra, Laura","Philosophy/The Environment/Environmental Ethics           "
135,"The Ambiguity of Environmental Ethics: Duty or Heroism",0031-8256,"Dooley, Patrick","Philosophy/The Environment/Environmental Ethics           "
136,"Environmental Justice",NO ISBN FOUND,"Rolston, Holmes III","Philosophy/The Environment/Environmental Ethics           "
137,"Ethical Theory Versus Unethical Practice: Radiation Protection and Future Generations",1085-6633,"Shrader-Frechette, Kristin","Philosophy/The Environment/Environmental Ethics           "
138,"Exploring the Nexus: Bringing Together Sustainability, Environmental Justice and Equity",1356-2576,"Agyeman, Julian; Bullard, Robert; Evans, Bob","Philosophy/The Environment/Rights of Nature           "
139,"On the Back of Animals",1085-6633,"Bailey, Cathryn","Philosophy/The Environment/Rights of Nature           "
140,"The Environment, Rights and Future Generations",0879751428,"De George, Richard","Philosophy/The Environment/Rights of Nature           "
141,"Environmental Ethics and Nonhuman Rights",0163-4275,"Norton, Bryan G.","Philosophy/The Environment/Rights of Nature           "
142,"Integrating Ethical Frameworks for Animals, Humans, and Nature: A Critical Feminist Eco-Socialist Analysis",1085-6633,"Plumwood, Val","Philosophy/The Environment/Rights of Nature           "
143,"The Liberation of Nature?",0020-174X,"Rodman, John","Philosophy/The Environment/Rights of Nature           "
144,"Marxism and Animal Rights",1085-6633,"Sztybel, David","Philosophy/The Environment/Rights of Nature           "
145,"Saving Nature, Feeding People and Ethics",0963-2719,"Attfield, Robin","Philosophy/The Environment/Land Ethics           "
146,"The Emergence of the Land Ethic: Aldo Leopold's Idea of Ultimate Reality and Meaning",0709-549X,"Boulting, Noel","Philosophy/The Environment/Land Ethics           "
147,"Beasts Versus the Biosphere?",0963-2719,"Midgley, Mary","Philosophy/The Environment/Land Ethics           "
148,"Holists and Fascists and Paper Tigers...Oh My!",1085-6633,"Nelson, Michael P.","Philosophy/The Environment/Land Ethics           "
149,"Practical Ecology and Foundations for Environmental Ethics",0022-362X,"Shrader-Frechette, Kristin","Philosophy/The Environment/Land Ethics           "
150,"Intergenerational Justice and Curtailments of the Discretionary Powers of Governments",0163-4275,"Wood, Paul M.","Philosophy/The Environment/Land Ethics           "
151,"Risks, Costs, and Benefits",201550466,"Ehrlich, Paul R.; Ehrlich, Anne H.","Philosophy/The Environment/Rights of Nature           "
152,"Justice and Future Generations",0048-3915,"Hubin, D. Clayton","Philosophy/Rights and Justice/Future Generations           "
153,"Intergenerational Justice and Climate Change",0032-3217,"Page, Edward","Philosophy/Rights and Justice/Intergenerational Justice           "
154,"The Life Principle: A (Metaethical) Rejection",0264-3758,"Paske, Gerald","Philosophy/The Environment/Rights of Nature           "
155,"Justice and Equality",0520054601,"Regan, Tom","Philosophy/The Environment/Rights of Nature           "
156,"Epidemiology and Sociology as Incommensurate Games: Accounts from the Study of Health and Ethnicity",0279-3547,"Fenton, S.; Charsley, K.","Sociology/Culture and Society/Ethnicity, Language, and Culture           "
157,"Feeding People versus Saving Nature?",0134482840,"Rolston, Holmes III","Philosophy/The Environment/Rights of Nature           "
158,"Animal Experimentation in Psychology and the Question of Scientific Merit",1085-6633,"Russell, Denise","Philosophy/The Environment/Rights of Nature           "
159,"Obligations to Animals Are Not Necessarily Based on Rights",1187-7863,"Slicer, Deborah","Philosophy/The Environment/Rights of Nature           "
160,"Should Trees Have Standing? Revisited: How Far Will Law and Morals Reach? A Pluralist Perspective",0038-3910,"Stone, Christopher D.","Philosophy/The Environment/Rights of Nature           "
161,"Friendship and Consequentialism",0004-8402,"Conee, Earl","Philosophy/Rights and Justice/Ethical Theory/Consequentialism           "
162,"The Heart of Consequentialism",0031-8116,"Howard-Snyder, F.","Philosophy/Rights and Justice/Ethical Theory/Consequentialism           "
163,"Alienation, Consequentialism and the Demands of Morality",0048-3915,"Railton, Peter","Philosophy/Rights and Justice/Ethical Theory/Consequentialism           "
164,"Operationalising the Collection of Ethnicity Data in Studies of the Sociology of Health and Illness",0141-9889,"Aspinall, Peter J.","Sociology/Culture and Society/Ethnicity, Language, and Culture           "
165,"The Object of Life",140449493,"Aristotle","Philosophy/Rights and Justice/Ethical Theory/Historical Perspectives           "
166,"Morality and Ethics",0135017831,"Feldman, Fred","Philosophy/Rights and Justice/Ethical Theory/Historical Perspectives           "
167,"Transition from Common Rational Moral Cognition to Philosophical Moral Cognition",0300094876,"Kant, Immanuel","Philosophy/Rights and Justice/Ethical Theory/Historical Perspectives           "
168,"The Problem of Abortion and the Doctrine of Double Effect",0199252866,"Foot, Philippa","Philosophy/Rights and Justice/Ethical Theory/Problems for Modern Ethical Theory           "
169,"Varieties of Virtue Ethics",0034-0006,"Oakley, Justin","Philosophy/Rights and Justice/Ethical Theory/Problems for Modern Ethical Theory           "
170,"The Schizophrenia of Modern Ethical Theories",0022-362X,"Stocker, Michael","Philosophy/Rights and Justice/Ethical Theory/Problems for Modern Ethical Theory           "
171,"Killing, Letting Die, and the Trolley Problem",0026-9662,"Thomson, Judith","Philosophy/Rights and Justice/Ethical Theory/Problems for Modern Ethical Theory           "
172,"Saints and Heroes",0295740493,"Urmson, J. O.","Philosophy/Rights and Justice/Ethical Theory/Problems for Modern Ethical Theory           "
173,"Moral Saints",0022-362X,"Wolf, Susan","Philosophy/Rights and Justice/Ethical Theory/Problems for Modern Ethical Theory           "
174,"Motive Utilitarianism",0022-362X,"Adams, Robert M.","Philosophy/Rights and Justice/Ethical Theory/Utilitarianism           "
175,"Utilitarianism and the Life of Virtue",0031-8094,"Crisp, Roger","Philosophy/Rights and Justice/Ethical Theory/Utilitarianism           "
176,"Utilitarianism and the Virtues",0026-4423,"Foot, Philippa","Philosophy/Rights and Justice/Ethical Theory/Utilitarianism           "
177,"Classical Utilitarianism",0198750730,"Rawls, John","Philosophy/Rights and Justice/Ethical Theory/Utilitarianism           "
178,"Utilitarianism and Welfarism",0022-362X,"Sen, Amartya","Philosophy/Rights and Justice/Ethical Theory/Utilitarianism           "
179,"A Critique of Utilitarianism",052109822X,"Williams, Bernard","Philosophy/Rights and Justice/Ethical Theory/Utilitarianism           "
180,"Taking the Words from Their Mouths",0306-4220,"Brody, Hugh","Sociology/Culture and Society/Ethnicity, Language, and Culture           "
181,"Let It Be: Heidegger and Future Generations",0163-4275,"Westra, Laura","Philosophy/Rights and Justice/Ethical Theory/Problems for Modern Ethical Theory           "
182,"Sustainable Development and Future Generations",1187-7863,"Beekman, Volkert","Philosophy/Rights and Justice/Future Generations           "
183,"Future Generations, Natural Resources, and Property Rights",1085-6633,"Brock, Gillian","Philosophy/Rights and Justice/Future Generations           "
